"","X","id","Handle","Text","Author","Category","Retweets","Favorites","first_word","second_word","third_word"
"2198",16292,2198,"TheSongMsgs","I might be okay, but I'm not fine at all.","Taylor Swift","Song Lyric",4025,2624,"fine","might","okay"
"2199",16301,2199,"TheSongMsgs","“How can I love when I'm afraid to fall?","Christina Perri","Song Lyric",834,642,"fall","afraid","can"
"2200",16309,2200,"TheSongMsgs","I miss you more than anything","Simple Plan","Song Lyric",869,602,"miss","anyth",NA
"2201",16325,2201,"TheSongMsgs","I might be okay, but I'm not fine at all.","Taylor Swift","Song Lyric",2274,1566,"fine","might","okay"
"2202",16333,2202,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",658,608,"anymor","matter","realli"
"2203",16347,2203,"TheSongMsgs","My heart breaks a little, when I hear your name","Bruno Mars","Song Lyric",4117,3234,"name","break","hear"
"2204",16379,2204,"TheSongMsgs","I might be okay, but I'm not fine at all.","Taylor Swift","Song Lyric",1341,885,"fine","might","okay"
"2205",16402,2205,"TheSongMsgs","I can't close my eyes without you in my dreams.","Luke Bryan","Song Lyric",422,371,"close","eye","without"
"2206",16411,2206,"TheSongMsgs","If you never try you'll never know. . .","Coldplay","Song Lyric",1736,1223,"never","youll","tri"
"2207",16414,2207,"TheSongMsgs","Nevermind, I'll find someone like you","Adele","Song Lyric",629,500,"nevermind","someon","ill"
"2208",16415,2208,"TheSongMsgs","The worst things in life come free to us.","Ed Sheeran","Song Lyric",677,551,"free","worst","come"
"2209",16421,2209,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",533,436,"anymor","matter","realli"
"2210",16430,2210,"TheSongMsgs","You don't deserve my tears.","Beyoncé","Song Lyric",489,433,"deserv","tear","dont"
"2211",16434,2211,"TheSongMsgs","I just wanna feel okay again","Taylor Swift","Song Lyric",720,571,"wanna","okay","feel"
"2212",16435,2212,"TheSongMsgs","The silence is slowly killing me.","Maroon 5","Song Lyric",604,521,"slowli","silenc","kill"
"2213",16437,2213,"TheSongMsgs","Why do we fall in love so easy?","Pink","Song Lyric",410,415,"fall","easi","love"
"2214",16439,2214,"TheSongMsgs","Forget the haters, because somebody loves ya","Miley Cyrus","Song Lyric",428,321,"hater","somebodi","forget"
"2215",16441,2215,"TheSongMsgs","Kiss me like it's do or die","Jason Derulo","Song Lyric",271,314,"kiss","die","like"
"2216",16444,2216,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",3808,3207,"broken","girl","look"
"2217",16452,2217,"TheSongMsgs","“As hard as you try, I will never be knocked down","Adele","Song Lyric",318,291,"knock","hard","will"
"2218",16453,2218,"TheSongMsgs","You and I, we're like diamonds in the sky.","Rihanna","Song Lyric",300,326,"diamond","sky","like"
"2219",16462,2219,"TheSongMsgs","I don't care what they say. I'm in love with you","Leona Lewis","Song Lyric",481,432,"care","say","dont"
"2220",16464,2220,"TheSongMsgs","Get drunk on you with no alcohol.","Thomas Rhett","Song Lyric",244,254,"drunk","alcohol","get"
"2221",16467,2221,"TheSongMsgs","He's gonna regret the day he left me","Ciara","Song Lyric",525,597,"left","regret","hes"
"2222",16469,2222,"TheSongMsgs","Nevermind, I'll find someone like you","Adele","Song Lyric",383,379,"nevermind","someon","ill"
"2223",16470,2223,"TheSongMsgs","My mind didn't change, I still feel the same","Drake","Song Lyric",521,415,"didnt","still","feel"
"2224",16472,2224,"TheSongMsgs","“When I am weak, it's you that makes me strong.","Bruno Mars","Song Lyric",429,326,"weak","strong","make"
"2225",16473,2225,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",488,413,"eye","smile","way"
"2226",16476,2226,"TheSongMsgs","“It's my mouth I can say what I want to.","Miley Cyrus","Song Lyric",383,324,"mouth","say","want"
"2227",16481,2227,"TheSongMsgs","When I look at my future, you’re all I can see.","Blake Shelton","Song Lyric",420,347,"’re","futur","see"
"2228",16484,2228,"TheSongMsgs","I need you like a heart needs a beat","One Republic","Song Lyric",568,471,"need","beat","heart"
"2229",16490,2229,"TheSongMsgs","I might be okay, but I'm not fine at all.","Taylor Swift","Song Lyric",694,556,"fine","might","okay"
"2230",16491,2230,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",560,433,"close","tear","smile"
"2231",16493,2231,"TheSongMsgs","“I just wanna feel okay again.","Taylor Swift","Song Lyric",627,470,"wanna","okay","feel"
"2232",16504,2232,"TheSongMsgs","“How can I love when I'm afraid to fall?","Christina Perri","Song Lyric",648,521,"fall","afraid","can"
"2233",16505,2233,"TheSongMsgs","You can get addicted to a certain kinda sadness.","Gotye","Song Lyric",287,299,"addict","certain","sad"
"2234",16511,2234,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",533,478,"broken","girl","look"
"2235",16514,2235,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",641,468,"close","tear","smile"
"2236",16516,2236,"TheSongMsgs","I just want us back to the way we were before.","Luke Bryan","Song Lyric",369,370,"back","way","want"
"2237",16518,2237,"TheSongMsgs","Adele looked Gorgeous  at","Unknown","Song Lyric",541,927,"gorgeous","adel","look"
"2238",16519,2238,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",521,504,"broken","girl","look"
"2239",16526,2239,"TheSongMsgs","You know I never wanna hurt you.","Jordin Sparks","Song Lyric",496,418,"wanna","hurt","know"
"2240",16527,2240,"TheSongMsgs","Nevermind, I'll find someone like you","Adele","Song Lyric",518,434,"nevermind","someon","ill"
"2241",16541,2241,"TheSongMsgs","I told myself don't get attached.","Taylor Swift","Song Lyric",900,786,"attach","told","get"
"2242",16542,2242,"TheSongMsgs","It must have been love but it's over now.","Roxette","Song Lyric",452,454,"now","must","love"
"2243",16558,2243,"TheSongMsgs","Never gonna know if you never even try.","The Script","Song Lyric",932,624,"never","gonna","even"
"2244",16559,2244,"TheSongMsgs","FAV if you love","Coldplay","Song Lyric",4772,15036,"fav","love",NA
"2245",16568,2245,"TheSongMsgs","I just want us back to the way we were before.","Luke Bryan","Song Lyric",700,529,"back","way","want"
"2246",16571,2246,"TheSongMsgs","Nevermind, I'll find someone like you","Adele","Song Lyric",3903,3421,"nevermind","someon","ill"
"2247",16578,2247,"TheSongMsgs","“My heart breaks a little when I hear your name.”","Bruno Mars","Song Lyric",976,813,"name”","break","hear"
"2248",16580,2248,"TheSongMsgs","This love is difficult but it's real","Taylor Swift","Song Lyric",820,703,"difficult","real","love"
"2249",16589,2249,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",835,742,"broken","girl","look"
"2250",16598,2250,"TheSongMsgs","He's gonna regret the day he left me","Ciara","Song Lyric",563,539,"left","regret","hes"
"2251",16599,2251,"TheSongMsgs","and I hate that I love you.","Rihanna","Song Lyric",710,572,"hate","love",NA
"2252",16603,2252,"TheSongMsgs","My mind didn't change, I still feel the same","Drake","Song Lyric",596,477,"didnt","still","feel"
"2253",16604,2253,"TheSongMsgs","I'm stronger than I've ever been","Demi Lovato","Song Lyric",576,432,"stronger","ive","ever"
"2254",16606,2254,"TheSongMsgs","Forget the haters, because somebody loves ya","Miley Cyrus","Song Lyric",527,421,"hater","somebodi","forget"
"2255",16608,2255,"TheSongMsgs","Don't tell me you're sorry because you're not.","Rihanna","Song Lyric",545,432,"your","sorri","tell"
"2256",16613,2256,"TheSongMsgs","I just wanna feel okay again","Taylor Swift","Song Lyric",5902,4050,"wanna","okay","feel"
"2257",16614,2257,"TheSongMsgs","NO music = NO life.","Unknown","Song Lyric",5811,3773,"music","life",NA
"2258",16617,2258,"TheSongMsgs","I just wanna feel okay again.","Taylor Swift","Song Lyric",5807,4015,"wanna","okay","feel"
"2259",16619,2259,"TheSongMsgs","My heart breaks a little, when I hear your name","Bruno Mars","Song Lyric",5187,4285,"name","break","hear"
"2260",16628,2260,"TheSongMsgs","“The worst things in life come free to us.”","Ed Sheeran","Song Lyric",482,453,"us”","free","worst"
"2261",16631,2261,"TheSongMsgs","My heart breaks a little, when I hear your name","Bruno Mars","Song Lyric",4298,3419,"name","break","hear"
"2262",16635,2262,"TheSongMsgs","Wherever you are, you are forever on my mind","Ke$ha","Song Lyric",358,325,"wherev","forev","mind"
"2263",16641,2263,"TheSongMsgs","I just want us back to the way we were before.","Luke Bryan","Song Lyric",605,472,"back","way","want"
"2264",16642,2264,"TheSongMsgs","You make me crazy, and I kinda like it.","Brett Eldredge","Song Lyric",322,303,"crazi","kinda","make"
"2265",16643,2265,"TheSongMsgs","Adele never mind Adele You are still a legend","Unknown","Song Lyric",111,210,"adel","legend","still"
"2266",16644,2266,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",4902,4032,"broken","girl","look"
"2267",16645,2267,"TheSongMsgs","When I look at my future, you’re all I can see.","Blake Shelton","Song Lyric",664,577,"’re","futur","see"
"2268",16650,2268,"TheSongMsgs","He'd say Music was the home for your pain.","The Script","Song Lyric",566,516,"hed","pain","home"
"2269",16654,2269,"TheSongMsgs","There's not a day that you don't cross my mind","Unknown","Song Lyric",365,367,"cross","there","mind"
"2270",16655,2270,"TheSongMsgs","Who cares if you're all I think about.","Hunter Hayes","Song Lyric",469,455,"care","think","your"
"2271",16657,2271,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",885,687,"close","tear","smile"
"2272",16667,2272,"TheSongMsgs","I don't care what they say. I'm in love with you","Leona Lewis","Song Lyric",907,743,"care","say","dont"
"2273",16675,2273,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",994,732,"close","tear","smile"
"2274",16677,2274,"TheSongMsgs","“When I am weak, it's you that makes me strong.","Bruno Mars","Song Lyric",962,717,"weak","strong","make"
"2275",16684,2275,"TheSongMsgs","Look for the girl with the broken smile.","Maroon 5","Song Lyric",1133,966,"broken","girl","look"
"2276",16686,2276,"TheSongMsgs","I can't say hello to you and risk another goodbye.","Taylor Swift","Song Lyric",1237,1058,"risk","goodby","anoth"
"2277",16687,2277,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",1217,907,"eye","smile","way"
"2278",16702,2278,"TheSongMsgs","When I look at my future, you’re all I can see.","Blake Shelton","Song Lyric",1122,881,"’re","futur","see"
"2279",16708,2279,"TheSongMsgs","I believe that happiness is something we create.","Sugarland","Song Lyric",1108,758,"creat","someth","believ"
"2280",16714,2280,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",6231,4596,"anymor","matter","realli"
"2281",16730,2281,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",1200,950,"eye","smile","way"
"2282",16732,2282,"TheSongMsgs","You make me crazy, and I kinda like it.","Brett Eldredge","Song Lyric",554,492,"crazi","kinda","make"
"2283",16739,2283,"TheSongMsgs","All I ever wanna be, yeah is somebody to you","The vamps","Song Lyric",3021,2235,"yeah","wanna","somebodi"
"2284",16747,2284,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",4843,3726,"anymor","matter","realli"
"2285",16748,2285,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",5100,3677,"eye","smile","way"
"2286",16758,2286,"TheSongMsgs","My weakness is that I care too much.","Papa Roach","Song Lyric",5180,3925,"weak","care","much"
"2287",16759,2287,"TheSongMsgs","“I just wanna feel okay again.","Taylor Swift","Song Lyric",7276,4738,"wanna","okay","feel"
"2288",16761,2288,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",642,503,"anymor","matter","realli"
"2289",16762,2289,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",6283,4566,"close","tear","smile"
"2290",16769,2290,"TheSongMsgs","“When I am weak, it's you that makes me strong.","Bruno Mars","Song Lyric",869,688,"weak","strong","make"
"2291",16780,2291,"TheSongMsgs","Simplicity makes me happy","Alicia keys","Song Lyric",275,276,"simplic","happi","make"
"2292",16781,2292,"TheSongMsgs","If you had a twin I would still choose you.","Drake","Song Lyric",684,595,"twin","choos","still"
"2293",16784,2293,"TheSongMsgs","“When I am weak, it's you that makes me strong.","Bruno Mars","Song Lyric",767,574,"weak","strong","make"
"2294",16786,2294,"TheSongMsgs","“Dreaming dreams with happy endings.","Taylor Swift","Song Lyric",1049,736,"“dream","end","happi"
"2295",16791,2295,"TheSongMsgs","If you had a twin I would still choose you.","Drake","Song Lyric",735,613,"twin","choos","still"
"2296",16799,2296,"TheSongMsgs","Love hurts whether it's right or wrong.","Avril Lavigne","Song Lyric",676,521,"whether","hurt","right"
"2297",16801,2297,"TheSongMsgs","Love hurts whether it's right or wrong.","Avril Lavigne","Song Lyric",528,435,"whether","hurt","right"
"2298",16802,2298,"TheSongMsgs","He's gonna regret the day he left me","Ciara","Song Lyric",434,470,"left","regret","hes"
"2299",16809,2299,"TheSongMsgs","Gotta keep it together even when you fall apart.","Miranda Lambert","Song Lyric",297,291,"apart","togeth","gotta"
"2300",16810,2300,"TheSongMsgs","Just to see you smile, I would do anything.","Tim McGraw","Song Lyric",383,341,"anyth","see","smile"
"2301",16811,2301,"TheSongMsgs","You can get addicted to a certain kinda sadness.","Gotye","Song Lyric",356,356,"addict","certain","sad"
"2302",16818,2302,"TheSongMsgs","When your heart needs to break just break on me.","Keith Urban","Song Lyric",235,252,"break","need","heart"
"2303",16820,2303,"TheSongMsgs","You can get addicted to a certain kinda sadness.","Gotye","Song Lyric",231,239,"addict","certain","sad"
"2304",16826,2304,"TheSongMsgs","I don't care what they say. I'm in love with you","Leona Lewis","Song Lyric",625,518,"care","say","dont"
"2305",16844,2305,"TheSongMsgs","I got everything I need, and nothing that I don’t.","Zac Brown Band","Song Lyric",135,150,"don’t","got","need"
"2306",16861,2306,"TheSongMsgs","“How can I love when I'm afraid to fall?","Christina Perri","Song Lyric",4796,3699,"fall","afraid","can"
"2307",16874,2307,"TheSongMsgs","Some nights I'm scared you'll forget me again.","Fun","Song Lyric",226,213,"scare","youll","forget"
"2308",16884,2308,"TheSongMsgs","You can get addicted to a certain kinda sadness.","Gotye","Song Lyric",308,276,"addict","certain","sad"
"2309",16886,2309,"TheSongMsgs","You're an asshole but I love you","Pink","Song Lyric",353,312,"asshol","your","love"
"2310",16887,2310,"TheSongMsgs","Forget the haters, because somebody loves you.","Miley Cyrus","Song Lyric",418,343,"hater","somebodi","forget"
"2311",16890,2311,"TheSongMsgs","Why be afraid of what we do not understand?","Dave Mathews Band","Song Lyric",192,170,"understand","afraid",NA
"2312",16891,2312,"TheSongMsgs","Why won't you, stay with me","Sam Smith","Song Lyric",337,310,"stay","wont",NA
"2313",16895,2313,"TheSongMsgs","Regrets and mistakes, they're memories made","Adele","Song Lyric",4781,3426,"theyr","regret","made"
"2314",16915,2314,"TheSongMsgs","Do you think about me, like I think about you ?","Carrie underwood","Song Lyric",347,320,"think","like",NA
"2315",16934,2315,"TheSongMsgs","Life’s too easy to be so damn complicated.","Zac Brown Band","Song Lyric",315,267,"complic","life’","damn"
"2316",16938,2316,"TheSongMsgs","It feels like nothing really matters anymore.","Avril Lavigne","Song Lyric",627,486,"anymor","matter","realli"
"2317",16952,2317,"TheSongMsgs","“How can I love when I'm afraid to fall?","Christina Perri","Song Lyric",602,456,"fall","afraid","can"
"2318",16955,2318,"TheSongMsgs","Heaven help the fool who did her wrong.","Clay Walker","Song Lyric",213,228,"heaven","fool","help"
"2319",16956,2319,"TheSongMsgs","Every lesson I’ve learned, I learned the hard way.","Jason Aldean","Song Lyric",597,459,"learn","’ve","lesson"
"2320",16964,2320,"TheSongMsgs","When I look at my future, you’re all I can see.","Blake Shelton","Song Lyric",476,430,"’re","futur","see"
"2321",16972,2321,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",722,541,"eye","smile","way"
"2322",16987,2322,"TheSongMsgs","This love is difficult but it's real","Taylor Swift","Song Lyric",647,545,"difficult","real","love"
"2323",16988,2323,"TheSongMsgs","I told myself don't get attached.","Taylor Swift","Song Lyric",787,665,"attach","told","get"
"2324",16989,2324,"TheSongMsgs","The worst things in life come free to us.","Ed Sheeran","Song Lyric",615,556,"free","worst","come"
"2325",17002,2325,"TheSongMsgs","I keep a close watch on this heart of mine.","Johnny Cash","Song Lyric",196,210,"mine","watch","close"
"2326",17007,2326,"TheSongMsgs","Mind your own biscuits and life will be gravy.","Kacey Musgraves","Song Lyric",152,171,"biscuit","gravi","mind"
"2327",17009,2327,"TheSongMsgs","I like the way you smile with your eyes.","One Direction","Song Lyric",519,454,"eye","smile","way"
"2328",17010,2328,"TheSongMsgs","no control","one direction","Song Lyric",245,267,"control",NA,NA
"2329",17016,2329,"TheSongMsgs","I miss you more than anything","Simple Plan","Song Lyric",593,390,"miss","anyth",NA
"2330",17023,2330,"TheSongMsgs","You play my heart like it's a game.","Demi Lovato","Song Lyric",564,444,"game","play","heart"
"2331",17025,2331,"TheSongMsgs","Smiling but we're close to tears.","The Script","Song Lyric",607,468,"close","tear","smile"
"2332",17028,2332,"TheSongMsgs","I am a champion and you're gonna hear me ROAR","Katy Perry","Song Lyric",243,230,"champion","roar","hear"
"2333",17049,2333,"TheSongMsgs","Kiss me, like you mean it, like you miss me.","Demi Lovato","Song Lyric",443,455,"kiss","like","mean"
